YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2022,7,ND,"Combined Heat and Power, Industrial Power",Coal,8344
2022,7,ND,"Combined Heat and Power, Industrial Power",Natural Gas,493
2022,7,ND,"Combined Heat and Power, Industrial Power",Other Gases,3065
2022,7,ND,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,7,ND,"Combined Heat and Power, Industrial Power",Other Biomass,709
2022,7,ND,"Combined Heat and Power, Commercial Power",Total,0
2022,7,ND,"Combined Heat and Power, Commercial Power",Petroleum,0
2022,7,ND,"Electric Generators, Independent Power Producers",Total,593216
2022,7,ND,"Electric Generators, Independent Power Producers",Wind,593216
2022,7,ND,"Electric Generators, Electric Utilities",Total,3279423
2022,7,ND,"Electric Generators, Electric Utilities",Coal,2548414
2022,7,ND,"Electric Generators, Electric Utilities",Hydroelectric Conventional,267927
2022,7,ND,"Electric Generators, Electric Utilities",Natural Gas,132140
2022,7,ND,"Electric Generators, Electric Utilities",Other,2606
2022,7,ND,"Electric Generators, Electric Utilities",Petroleum,1050
2022,7,ND,"Electric Generators, Electric Utilities",Wind,327287
2022,7,NE,Total Electric Power Industry,Total,3922613
2022,7,NE,Total Electric Power Industry,Coal,2271200
2022,7,NE,Total Electric Power Industry,Hydroelectric Conventional,154400
2022,7,NE,Total Electric Power Industry,Natural Gas,202255
2022,7,NE,Total Electric Power Industry,Nuclear,540847
2022,7,NE,Total Electric Power Industry,Other,0
2022,7,NE,Total Electric Power Industry,Petroleum,1153
2022,7,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,6943
2022,7,NE,Total Electric Power Industry,Other Biomass,6842
2022,7,NE,Total Electric Power Industry,Wind,738974
2022,7,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2022,7,NE,"Combined Heat and Power, Industrial Power",Total,31427
2022,7,NE,"Combined Heat and Power, Industrial Power",Coal,31427
2022,7,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0
2022,7,NE,"Combined Heat and Power, Industrial Power",Other,0
2022,7,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0
2022,7,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2022,7,NE,"Combined Heat and Power, Commercial Power",Total,1070
2022,7,NE,"Combined Heat and Power, Commercial Power",Natural Gas,12
2022,7,NE,"Combined Heat and Power, Commercial Power",Other Biomass,1058
2022,7,NE,"Electric Generators, Independent Power Producers",Total,726931
2022,7,NE,"Electric Generators, Independent Power Producers",Other,0
2022,7,NE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,6112
2022,7,NE,"Electric Generators, Independent Power Producers",Wind,720820
2022,7,NE,"Electric Generators, Electric Utilities",Total,3163184
2022,7,NE,"Electric Generators, Electric Utilities",Coal,2239772
2022,7,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,154400
2022,7,NE,"Electric Generators, Electric Utilities",Natural Gas,202243
2022,7,NE,"Electric Generators, Electric Utilities",Nuclear,540847
2022,7,NE,"Electric Generators, Electric Utilities",Petroleum,1153
2022,7,NE,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,831
2022,7,NE,"Electric Generators, Electric Utilities",Other Biomass,5784
2022,7,NE,"Electric Generators, Electric Utilities",Wind,18154
2022,7,NH,Total Electric Power Industry,Total,1733341
2022,7,NH,Total Electric Power Industry,Coal,11734
2022,7,NH,Total Electric Power Industry,Hydroelectric Conventional,47658
2022,7,NH,Total Electric Power Industry,Natural Gas,593490
2022,7,NH,Total Electric Power Industry,Nuclear,927660
2022,7,NH,Total Electric Power Industry,Other,4474
2022,7,NH,Total Electric Power Industry,Petroleum,9076
2022,7,NH,Total Electric Power Industry,Solar Thermal and Photovoltaic,413
2022,7,NH,Total Electric Power Industry,Other Biomass,11978
2022,7,NH,Total Electric Power Industry,Wind,35379
2022,7,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,91481
2022,7,NH,"Combined Heat and Power, Industrial Power",Total,2033
2022,7,NH,"Combined Heat and Power, Industrial Power",Natural Gas,2033
2022,7,NH,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,7,NH,"Combined Heat and Power, Commercial Power",Total,4702
2022,7,NH,"Combined Heat and Power, Commercial Power",Natural Gas,546
2022,7,NH,"Combined Heat and Power, Commercial Power",Petroleum,417
2022,7,NH,"Combined Heat and Power, Commercial Power",Other Biomass,3739
2022,7,NH,"Electric Generators, Independent Power Producers",Total,1726195
2022,7,NH,"Electric Generators, Independent Power Producers",Coal,11734
2022,7,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,47247
2022,7,NH,"Electric Generators, Independent Power Producers",Natural Gas,590911
2022,7,NH,"Electric Generators, Independent Power Producers",Nuclear,927660
2022,7,NH,"Electric Generators, Independent Power Producers",Other,4474
2022,7,NH,"Electric Generators, Independent Power Producers",Petroleum,8658
2022,7,NH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,413
2022,7,NH,"Electric Generators, Independent Power Producers",Other Biomass,8239
2022,7,NH,"Electric Generators, Independent Power Producers",Wind,35379
2022,7,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,91481
2022,7,NH,"Electric Generators, Electric Utilities",Total,411
2022,7,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,411
2022,7,NJ,Total Electric Power Industry,Total,7401507
2022,7,NJ,Total Electric Power Industry,Coal,0
2022,7,NJ,Total Electric Power Industry,Pumped Storage,-26221
2022,7,NJ,Total Electric Power Industry,Hydroelectric Conventional,0
2022,7,NJ,Total Electric Power Industry,Natural Gas,4589218
2022,7,NJ,Total Electric Power Industry,Nuclear,2552017
2022,7,NJ,Total Electric Power Industry,Other Gases,9050
2022,7,NJ,Total Electric Power Industry,Other,41850
2022,7,NJ,Total Electric Power Industry,Petroleum,1012
2022,7,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,175638
2022,7,NJ,Total Electric Power Industry,Other Biomass,57615
2022,7,NJ,Total Electric Power Industry,Wind,1329
2022,7,NJ,"Combined Heat and Power, Industrial Power",Total,53140
2022,7,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,43425
2022,7,NJ,"Combined Heat and Power, Industrial Power",Other Gases,9050
2022,7,NJ,"Combined Heat and Power, Industrial Power",Other,0
2022,7,NJ,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,7,NJ,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,665
2022,7,NJ,"Combined Heat and Power, Commercial Power",Total,65535
2022,7,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,22726
2022,7,NJ,"Combined Heat and Power, Commercial Power",Other,13338
2022,7,NJ,"Combined Heat and Power, Commercial Power",Petroleum,21
2022,7,NJ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,17482
2022,7,NJ,"Combined Heat and Power, Commercial Power",Other Biomass,11968
2022,7,NJ,"Combined Heat and Power, Electric Power",Total,523851
2022,7,NJ,"Combined Heat and Power, Electric Power",Coal,0
2022,7,NJ,"Combined Heat and Power, Electric Power",Natural Gas,514045
2022,7,NJ,"Combined Heat and Power, Electric Power",Petroleum,3
2022,7,NJ,"Combined Heat and Power, Electric Power",Other Biomass,9803
2022,7,NJ,"Electric Generators, Independent Power Producers",Total,6719535
2022,7,NJ,"Electric Generators, Independent Power Producers",Coal,0
2022,7,NJ,"Electric Generators, Independent Power Producers",Pumped Storage,-26221
2022,7,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,0
2022,7,NJ,"Electric Generators, Independent Power Producers",Natural Gas,3983712
2022,7,NJ,"Electric Generators, Independent Power Producers",Nuclear,2552017
2022,7,NJ,"Electric Generators, Independent Power Producers",Other,28512
2022,7,NJ,"Electric Generators, Independent Power Producers",Petroleum,988
2022,7,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,143354
2022,7,NJ,"Electric Generators, Independent Power Producers",Other Biomass,35844
2022,7,NJ,"Electric Generators, Independent Power Producers",Wind,1329
2022,7,NJ,"Electric Generators, Electric Utilities",Total,39447
2022,7,NJ,"Electric Generators, Electric Utilities",Coal,0
2022,7,NJ,"Electric Generators, Electric Utilities",Natural Gas,25310
2022,7,NJ,"Electric Generators, Electric Utilities",Other,0
2022,7,NJ,"Electric Generators, Electric Utilities",Petroleum,0
2022,7,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,14137
2022,7,NM,Total Electric Power Industry,Total,3365645
2022,7,NM,Total Electric Power Industry,Coal,1064908
2022,7,NM,Total Electric Power Industry,Geothermal,2754
2022,7,NM,Total Electric Power Industry,Hydroelectric Conventional,21343
2022,7,NM,Total Electric Power Industry,Natural Gas,1202501
2022,7,NM,Total Electric Power Industry,Other,-13
2022,7,NM,Total Electric Power Industry,Petroleum,1309
2022,7,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,217438
2022,7,NM,Total Electric Power Industry,Other Biomass,2028
2022,7,NM,Total Electric Power Industry,Wind,853378
2022,7,NM,"Combined Heat and Power, Industrial Power",Total,0
2022,7,NM,"Combined Heat and Power, Industrial Power",Natural Gas,0
2022,7,NM,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,7,NM,"Combined Heat and Power, Commercial Power",Total,9399
2022,7,NM,"Combined Heat and Power, Commercial Power",Natural Gas,9117
2022,7,NM,"Combined Heat and Power, Commercial Power",Wind,282
2022,7,NM,"Combined Heat and Power, Electric Power",Total,1253
2022,7,NM,"Combined Heat and Power, Electric Power",Natural Gas,851
2022,7,NM,"Combined Heat and Power, Electric Power",Other Biomass,403
2022,7,NM,"Electric Generators, Independent Power Producers",Total,1187654
2022,7,NM,"Electric Generators, Independent Power Producers",Geothermal,2754
2022,7,NM,"Electric Generators, Independent Power Producers",Natural Gas,349139
2022,7,NM,"Electric Generators, Independent Power Producers",Other,-13
2022,7,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,175661
2022,7,NM,"Electric Generators, Independent Power Producers",Other Biomass,1625
2022,7,NM,"Electric Generators, Independent Power Producers",Wind,658489
2022,7,NM,"Electric Generators, Electric Utilities",Total,2167339
2022,7,NM,"Electric Generators, Electric Utilities",Coal,1064908
2022,7,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,21343
2022,7,NM,"Electric Generators, Electric Utilities",Natural Gas,843395
2022,7,NM,"Electric Generators, Electric Utilities",Other,0
2022,7,NM,"Electric Generators, Electric Utilities",Petroleum,1309
2022,7,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,41777
2022,7,NM,"Electric Generators, Electric Utilities",Wind,194607
2022,7,NV,Total Electric Power Industry,Total,4642796
2022,7,NV,Total Electric Power Industry,Coal,326252
2022,7,NV,Total Electric Power Industry,Geothermal,324825
2022,7,NV,Total Electric Power Industry,Hydroelectric Conventional,163642
2022,7,NV,Total Electric Power Industry,Natural Gas,2867564
2022,7,NV,Total Electric Power Industry,Other Gases,0
2022,7,NV,Total Electric Power Industry,Other,433
2022,7,NV,Total Electric Power Industry,Petroleum,607
2022,7,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,920405
2022,7,NV,Total Electric Power Industry,Other Biomass,5014
2022,7,NV,Total Electric Power Industry,Wind,34055
2022,7,NV,"Combined Heat and Power, Industrial Power",Total,40873
2022,7,NV,"Combined Heat and Power, Industrial Power",Natural Gas,40472
2022,7,NV,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,401
2022,7,NV,"Combined Heat and Power, Commercial Power",Total,50085
2022,7,NV,"Combined Heat and Power, Commercial Power",Geothermal,37976
2022,7,NV,"Combined Heat and Power, Commercial Power",Natural Gas,5443
2022,7,NV,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,6666
2022,7,NV,"Combined Heat and Power, Electric Power",Total,191535
2022,7,NV,"Combined Heat and Power, Electric Power",Natural Gas,191535
2022,7,NV,"Combined Heat and Power, Electric Power",Other Gases,0
2022,7,NV,"Combined Heat and Power, Electric Power",Petroleum,0
2022,7,NV,"Electric Generators, Independent Power Producers",Total,1376807
2022,7,NV,"Electric Generators, Independent Power Producers",Coal,152823
2022,7,NV,"Electric Generators, Independent Power Producers",Geothermal,286849
2022,7,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,5642
2022,7,NV,"Electric Generators, Independent Power Producers",Natural Gas,168
2022,7,NV,"Electric Generators, Independent Power Producers",Other,-2587
2022,7,NV,"Electric Generators, Independent Power Producers",Petroleum,59
2022,7,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,894785
2022,7,NV,"Electric Generators, Independent Power Producers",Other Biomass,5014
2022,7,NV,"Electric Generators, Independent Power Producers",Wind,34055
2022,7,NV,"Electric Generators, Electric Utilities",Total,2983495
2022,7,NV,"Electric Generators, Electric Utilities",Coal,173428
2022,7,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,158000
2022,7,NV,"Electric Generators, Electric Utilities",Natural Gas,2629946
2022,7,NV,"Electric Generators, Electric Utilities",Other,3020
2022,7,NV,"Electric Generators, Electric Utilities",Petroleum,549
2022,7,NV,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,18552
2022,7,NY,Total Electric Power Industry,Total,12888433
2022,7,NY,Total Electric Power Industry,Coal,0
2022,7,NY,Total Electric Power Industry,Pumped Storage,-57298
2022,7,NY,Total Electric Power Industry,Hydroelectric Conventional,2234428
2022,7,NY,Total Electric Power Industry,Natural Gas,7529620
2022,7,NY,Total Electric Power Industry,Nuclear,2379992
2022,7,NY,Total Electric Power Industry,Other Gases,0
2022,7,NY,Total Electric Power Industry,Other,90784
2022,7,NY,Total Electric Power Industry,Petroleum,40472
2022,7,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,197651
2022,7,NY,Total Electric Power Industry,Other Biomass,128379
2022,7,NY,Total Electric Power Industry,Wind,306324
2022,7,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,38082
2022,7,NY,"Combined Heat and Power, Industrial Power",Total,69669
2022,7,NY,"Combined Heat and Power, Industrial Power",Coal,0
2022,7,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,2749
2022,7,NY,"Combined Heat and Power, Industrial Power",Natural Gas,50878
2022,7,NY,"Combined Heat and Power, Industrial Power",Other Gases,0
2022,7,NY,"Combined Heat and Power, Industrial Power",Other,0
2022,7,NY,"Combined Heat and Power, Industrial Power",Petroleum,41
2022,7,NY,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,1234
2022,7,NY,"Combined Heat and Power, Industrial Power",Wind,146
2022,7,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,14622
2022,7,NY,"Combined Heat and Power, Commercial Power",Total,120494
2022,7,NY,"Combined Heat and Power, Commercial Power",Coal,0
2022,7,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,116
