YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2022,2,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-7152
2022,2,NJ,"Electric Generators, Electric Utilities",Natural Gas,4126
2022,2,NJ,"Electric Generators, Electric Utilities",Other,0
2022,2,NJ,"Electric Generators, Electric Utilities",Petroleum,0
2022,2,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,9016
2022,2,NM,Total Electric Power Industry,Total,2938501
2022,2,NM,Total Electric Power Industry,Coal,852570
2022,2,NM,Total Electric Power Industry,Geothermal,4233
2022,2,NM,Total Electric Power Industry,Hydroelectric Conventional,16853
2022,2,NM,Total Electric Power Industry,Natural Gas,663095
2022,2,NM,Total Electric Power Industry,Other,-18
2022,2,NM,Total Electric Power Industry,Petroleum,2066
2022,2,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,122522
2022,2,NM,Total Electric Power Industry,Other Biomass,2161
2022,2,NM,Total Electric Power Industry,Wind,1275018
2022,2,NM,"Combined Heat and Power, Industrial Power",Total,0
2022,2,NM,"Combined Heat and Power, Industrial Power",Natural Gas,0
2022,2,NM,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,2,NM,"Combined Heat and Power, Commercial Power",Total,9584
2022,2,NM,"Combined Heat and Power, Commercial Power",Natural Gas,9389
2022,2,NM,"Combined Heat and Power, Commercial Power",Wind,195
2022,2,NM,"Combined Heat and Power, Electric Power",Total,2356
2022,2,NM,"Combined Heat and Power, Electric Power",Natural Gas,1655
2022,2,NM,"Combined Heat and Power, Electric Power",Other Biomass,701
2022,2,NM,"Electric Generators, Independent Power Producers",Total,1401804
2022,2,NM,"Electric Generators, Independent Power Producers",Geothermal,4233
2022,2,NM,"Electric Generators, Independent Power Producers",Natural Gas,256596
2022,2,NM,"Electric Generators, Independent Power Producers",Other,-5
2022,2,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,96110
2022,2,NM,"Electric Generators, Independent Power Producers",Other Biomass,1459
2022,2,NM,"Electric Generators, Independent Power Producers",Wind,1043410
2022,2,NM,"Electric Generators, Electric Utilities",Total,1524757
2022,2,NM,"Electric Generators, Electric Utilities",Coal,852570
2022,2,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,16853
2022,2,NM,"Electric Generators, Electric Utilities",Natural Gas,395455
2022,2,NM,"Electric Generators, Electric Utilities",Other,-13
2022,2,NM,"Electric Generators, Electric Utilities",Petroleum,2066
2022,2,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,26413
2022,2,NM,"Electric Generators, Electric Utilities",Wind,231413
2022,2,NV,Total Electric Power Industry,Total,2787618
2022,2,NV,Total Electric Power Industry,Coal,147590
2022,2,NV,Total Electric Power Industry,Geothermal,313438
2022,2,NV,Total Electric Power Industry,Hydroelectric Conventional,86041
2022,2,NV,Total Electric Power Industry,Natural Gas,1622478
2022,2,NV,Total Electric Power Industry,Other Gases,0
2022,2,NV,Total Electric Power Industry,Other,778
2022,2,NV,Total Electric Power Industry,Petroleum,1577
2022,2,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,588719
2022,2,NV,Total Electric Power Industry,Other Biomass,4384
2022,2,NV,Total Electric Power Industry,Wind,22613
2022,2,NV,"Combined Heat and Power, Industrial Power",Total,13727
2022,2,NV,"Combined Heat and Power, Industrial Power",Natural Gas,13512
2022,2,NV,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,215
2022,2,NV,"Combined Heat and Power, Commercial Power",Total,56775
2022,2,NV,"Combined Heat and Power, Commercial Power",Geothermal,48118
2022,2,NV,"Combined Heat and Power, Commercial Power",Natural Gas,4402
2022,2,NV,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,4255
2022,2,NV,"Combined Heat and Power, Electric Power",Total,177102
2022,2,NV,"Combined Heat and Power, Electric Power",Natural Gas,177102
2022,2,NV,"Combined Heat and Power, Electric Power",Other Gases,0
2022,2,NV,"Combined Heat and Power, Electric Power",Petroleum,0
2022,2,NV,"Electric Generators, Independent Power Producers",Total,950269
2022,2,NV,"Electric Generators, Independent Power Producers",Coal,83535
2022,2,NV,"Electric Generators, Independent Power Producers",Geothermal,265320
2022,2,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,3791
2022,2,NV,"Electric Generators, Independent Power Producers",Natural Gas,131
2022,2,NV,"Electric Generators, Independent Power Producers",Other,-1538
2022,2,NV,"Electric Generators, Independent Power Producers",Petroleum,310
2022,2,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,571723
2022,2,NV,"Electric Generators, Independent Power Producers",Other Biomass,4384
2022,2,NV,"Electric Generators, Independent Power Producers",Wind,22613
2022,2,NV,"Electric Generators, Electric Utilities",Total,1589746
2022,2,NV,"Electric Generators, Electric Utilities",Coal,64055
2022,2,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,82250
2022,2,NV,"Electric Generators, Electric Utilities",Natural Gas,1427331
2022,2,NV,"Electric Generators, Electric Utilities",Other,2316
2022,2,NV,"Electric Generators, Electric Utilities",Petroleum,1267
2022,2,NV,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,12527
2022,2,NY,Total Electric Power Industry,Total,9441077
2022,2,NY,Total Electric Power Industry,Coal,0
2022,2,NY,Total Electric Power Industry,Pumped Storage,-34562
2022,2,NY,Total Electric Power Industry,Hydroelectric Conventional,2195128
2022,2,NY,Total Electric Power Industry,Natural Gas,4205610
2022,2,NY,Total Electric Power Industry,Nuclear,2129934
2022,2,NY,Total Electric Power Industry,Other Gases,0
2022,2,NY,Total Electric Power Industry,Other,69499
2022,2,NY,Total Electric Power Industry,Petroleum,125258
2022,2,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,105542
2022,2,NY,Total Electric Power Industry,Other Biomass,107538
2022,2,NY,Total Electric Power Industry,Wind,499283
2022,2,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,37847
2022,2,NY,"Combined Heat and Power, Industrial Power",Total,78671
2022,2,NY,"Combined Heat and Power, Industrial Power",Coal,0
2022,2,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,2548
2022,2,NY,"Combined Heat and Power, Industrial Power",Natural Gas,57369
2022,2,NY,"Combined Heat and Power, Industrial Power",Other Gases,0
2022,2,NY,"Combined Heat and Power, Industrial Power",Other,0
2022,2,NY,"Combined Heat and Power, Industrial Power",Petroleum,2300
2022,2,NY,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,479
2022,2,NY,"Combined Heat and Power, Industrial Power",Wind,412
2022,2,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,15563
2022,2,NY,"Combined Heat and Power, Commercial Power",Total,96345
2022,2,NY,"Combined Heat and Power, Commercial Power",Coal,0
2022,2,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,407
2022,2,NY,"Combined Heat and Power, Commercial Power",Natural Gas,66975
2022,2,NY,"Combined Heat and Power, Commercial Power",Other,14600
2022,2,NY,"Combined Heat and Power, Commercial Power",Petroleum,1335
2022,2,NY,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,637
2022,2,NY,"Combined Heat and Power, Commercial Power",Other Biomass,12079
2022,2,NY,"Combined Heat and Power, Commercial Power",Wind,312
2022,2,NY,"Combined Heat and Power, Electric Power",Total,1109227
2022,2,NY,"Combined Heat and Power, Electric Power",Natural Gas,1062715
2022,2,NY,"Combined Heat and Power, Electric Power",Other,22311
2022,2,NY,"Combined Heat and Power, Electric Power",Petroleum,5947
2022,2,NY,"Combined Heat and Power, Electric Power",Other Biomass,18254
2022,2,NY,"Electric Generators, Independent Power Producers",Total,5448434
2022,2,NY,"Electric Generators, Independent Power Producers",Coal,0
2022,2,NY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,303106
2022,2,NY,"Electric Generators, Independent Power Producers",Natural Gas,2218272
2022,2,NY,"Electric Generators, Independent Power Producers",Nuclear,2129934
2022,2,NY,"Electric Generators, Independent Power Producers",Other,32588
2022,2,NY,"Electric Generators, Independent Power Producers",Petroleum,62059
2022,2,NY,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,104426
2022,2,NY,"Electric Generators, Independent Power Producers",Other Biomass,77206
2022,2,NY,"Electric Generators, Independent Power Producers",Wind,498559
2022,2,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,22284
2022,2,NY,"Electric Generators, Electric Utilities",Total,2708400
2022,2,NY,"Electric Generators, Electric Utilities",Coal,0
2022,2,NY,"Electric Generators, Electric Utilities",Pumped Storage,-34562
2022,2,NY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1889066
2022,2,NY,"Electric Generators, Electric Utilities",Natural Gas,800279
2022,2,NY,"Electric Generators, Electric Utilities",Other,0
2022,2,NY,"Electric Generators, Electric Utilities",Petroleum,53617
2022,2,OH,Total Electric Power Industry,Total,11480429
2022,2,OH,Total Electric Power Industry,Coal,4286311
2022,2,OH,Total Electric Power Industry,Hydroelectric Conventional,30116
2022,2,OH,Total Electric Power Industry,Natural Gas,5235715
2022,2,OH,Total Electric Power Industry,Nuclear,1351085
2022,2,OH,Total Electric Power Industry,Other Gases,43256
2022,2,OH,Total Electric Power Industry,Other,788
2022,2,OH,Total Electric Power Industry,Petroleum,82446
2022,2,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,51217
2022,2,OH,Total Electric Power Industry,Other Biomass,26476
2022,2,OH,Total Electric Power Industry,Wind,354756
2022,2,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,18264
2022,2,OH,"Combined Heat and Power, Industrial Power",Total,69568
2022,2,OH,"Combined Heat and Power, Industrial Power",Coal,0
2022,2,OH,"Combined Heat and Power, Industrial Power",Natural Gas,29959
2022,2,OH,"Combined Heat and Power, Industrial Power",Other Gases,10843
2022,2,OH,"Combined Heat and Power, Industrial Power",Other,835
2022,2,OH,"Combined Heat and Power, Industrial Power",Petroleum,347
2022,2,OH,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,91
2022,2,OH,"Combined Heat and Power, Industrial Power",Other Biomass,360
2022,2,OH,"Combined Heat and Power, Industrial Power",Wind,10014
2022,2,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,17120
2022,2,OH,"Combined Heat and Power, Commercial Power",Total,16512
2022,2,OH,"Combined Heat and Power, Commercial Power",Coal,0
2022,2,OH,"Combined Heat and Power, Commercial Power",Natural Gas,15148
2022,2,OH,"Combined Heat and Power, Commercial Power",Petroleum,2
2022,2,OH,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,410
2022,2,OH,"Combined Heat and Power, Commercial Power",Other Biomass,530
2022,2,OH,"Combined Heat and Power, Commercial Power",Wind,422
2022,2,OH,"Combined Heat and Power, Electric Power",Total,118390
2022,2,OH,"Combined Heat and Power, Electric Power",Coal,0
2022,2,OH,"Combined Heat and Power, Electric Power",Natural Gas,13491
2022,2,OH,"Combined Heat and Power, Electric Power",Other Gases,32413
2022,2,OH,"Combined Heat and Power, Electric Power",Petroleum,71342
2022,2,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,1144
2022,2,OH,"Electric Generators, Independent Power Producers",Total,10087148
2022,2,OH,"Electric Generators, Independent Power Producers",Coal,3734536
2022,2,OH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,10096
2022,2,OH,"Electric Generators, Independent Power Producers",Natural Gas,4563180
2022,2,OH,"Electric Generators, Independent Power Producers",Nuclear,1351085
2022,2,OH,"Electric Generators, Independent Power Producers",Other Gases,0
2022,2,OH,"Electric Generators, Independent Power Producers",Other,0
2022,2,OH,"Electric Generators, Independent Power Producers",Petroleum,9166
2022,2,OH,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,50223
2022,2,OH,"Electric Generators, Independent Power Producers",Other Biomass,25586
2022,2,OH,"Electric Generators, Independent Power Producers",Wind,343276
2022,2,OH,"Electric Generators, Electric Utilities",Total,1188811
2022,2,OH,"Electric Generators, Electric Utilities",Coal,551775
2022,2,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,20020
2022,2,OH,"Electric Generators, Electric Utilities",Natural Gas,613937
2022,2,OH,"Electric Generators, Electric Utilities",Other,-47
2022,2,OH,"Electric Generators, Electric Utilities",Petroleum,1590
2022,2,OH,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,493
2022,2,OH,"Electric Generators, Electric Utilities",Other Biomass,0
2022,2,OH,"Electric Generators, Electric Utilities",Wind,1044
2022,2,OK,Total Electric Power Industry,Total,6514932
2022,2,OK,Total Electric Power Industry,Coal,861767
2022,2,OK,Total Electric Power Industry,Pumped Storage,-3669
2022,2,OK,Total Electric Power Industry,Hydroelectric Conventional,224871
2022,2,OK,Total Electric Power Industry,Natural Gas,2309532
2022,2,OK,Total Electric Power Industry,Other,-654
2022,2,OK,Total Electric Power Industry,Petroleum,3176
2022,2,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,6188
2022,2,OK,Total Electric Power Industry,Other Biomass,6425
2022,2,OK,Total Electric Power Industry,Wind,3085562
2022,2,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,21735
2022,2,OK,"Combined Heat and Power, Industrial Power",Total,72798
2022,2,OK,"Combined Heat and Power, Industrial Power",Coal,9717
2022,2,OK,"Combined Heat and Power, Industrial Power",Natural Gas,36602
2022,2,OK,"Combined Heat and Power, Industrial Power",Other,-654
2022,2,OK,"Combined Heat and Power, Industrial Power",Petroleum,400
2022,2,OK,"Combined Heat and Power, Industrial Power",Other Biomass,4999
2022,2,OK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,21735
2022,2,OK,"Combined Heat and Power, Commercial Power",Total,0
2022,2,OK,"Combined Heat and Power, Commercial Power",Natural Gas,0
2022,2,OK,"Combined Heat and Power, Commercial Power",Petroleum,0
2022,2,OK,"Electric Generators, Independent Power Producers",Total,3741332
2022,2,OK,"Electric Generators, Independent Power Producers",Natural Gas,722611
2022,2,OK,"Electric Generators, Independent Power Producers",Other,0
2022,2,OK,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,751
2022,2,OK,"Electric Generators, Independent Power Producers",Other Biomass,1426
2022,2,OK,"Electric Generators, Independent Power Producers",Wind,3016544
2022,2,OK,"Electric Generators, Electric Utilities",Total,2700803
2022,2,OK,"Electric Generators, Electric Utilities",Coal,852050
2022,2,OK,"Electric Generators, Electric Utilities",Pumped Storage,-3669
2022,2,OK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,224871
2022,2,OK,"Electric Generators, Electric Utilities",Natural Gas,1550319
2022,2,OK,"Electric Generators, Electric Utilities",Other,0
2022,2,OK,"Electric Generators, Electric Utilities",Petroleum,2776
2022,2,OK,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,5437
2022,2,OK,"Electric Generators, Electric Utilities",Wind,69018
2022,2,OK,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2022,2,OR,Total Electric Power Industry,Total,5735728
2022,2,OR,Total Electric Power Industry,Geothermal,14486
2022,2,OR,Total Electric Power Industry,Hydroelectric Conventional,3137924
2022,2,OR,Total Electric Power Industry,Natural Gas,1574007
2022,2,OR,Total Electric Power Industry,Other,3194
2022,2,OR,Total Electric Power Industry,Petroleum,16
2022,2,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,102265
2022,2,OR,Total Electric Power Industry,Other Biomass,22626
2022,2,OR,Total Electric Power Industry,Wind,823913
2022,2,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,57298
2022,2,OR,"Combined Heat and Power, Industrial Power",Total,45294
2022,2,OR,"Combined Heat and Power, Industrial Power",Natural Gas,6347
2022,2,OR,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,2,OR,"Combined Heat and Power, Industrial Power",Other Biomass,701
2022,2,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,38246
2022,2,OR,"Combined Heat and Power, Commercial Power",Total,5919
2022,2,OR,"Combined Heat and Power, Commercial Power",Natural Gas,3620
2022,2,OR,"Combined Heat and Power, Commercial Power",Petroleum,0
2022,2,OR,"Combined Heat and Power, Commercial Power",Other Biomass,2299
2022,2,OR,"Combined Heat and Power, Electric Power",Total,357797
2022,2,OR,"Combined Heat and Power, Electric Power",Natural Gas,357797
2022,2,OR,"Combined Heat and Power, Electric Power",Other Biomass,0
2022,2,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2022,2,OR,"Electric Generators, Independent Power Producers",Total,1235728
2022,2,OR,"Electric Generators, Independent Power Producers",Geothermal,14486
2022,2,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,22521
2022,2,OR,"Electric Generators, Independent Power Producers",Natural Gas,336728
2022,2,OR,"Electric Generators, Independent Power Producers",Other,3219
2022,2,OR,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,101889
2022,2,OR,"Electric Generators, Independent Power Producers",Other Biomass,14917
2022,2,OR,"Electric Generators, Independent Power Producers",Wind,722917
2022,2,OR,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,19052
2022,2,OR,"Electric Generators, Electric Utilities",Total,4090989
2022,2,OR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3115404
2022,2,OR,"Electric Generators, Electric Utilities",Natural Gas,869515
2022,2,OR,"Electric Generators, Electric Utilities",Other,-25
2022,2,OR,"Electric Generators, Electric Utilities",Petroleum,16
2022,2,OR,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,376
2022,2,OR,"Electric Generators, Electric Utilities",Other Biomass,4708
2022,2,OR,"Electric Generators, Electric Utilities",Wind,100996
2022,2,PA,Total Electric Power Industry,Total,20686685
2022,2,PA,Total Electric Power Industry,Coal,3228001
2022,2,PA,Total Electric Power Industry,Pumped Storage,-71212
2022,2,PA,Total Electric Power Industry,Hydroelectric Conventional,218331
2022,2,PA,Total Electric Power Industry,Natural Gas,10509429
2022,2,PA,Total Electric Power Industry,Nuclear,6196958
2022,2,PA,Total Electric Power Industry,Other Gases,30985
2022,2,PA,Total Electric Power Industry,Other,51651
2022,2,PA,Total Electric Power Industry,Petroleum,11425
2022,2,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,19067
2022,2,PA,Total Electric Power Industry,Other Biomass,84959
2022,2,PA,Total Electric Power Industry,Wind,375128
2022,2,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,31963
2022,2,PA,"Combined Heat and Power, Industrial Power",Total,308643
2022,2,PA,"Combined Heat and Power, Industrial Power",Coal,6454
2022,2,PA,"Combined Heat and Power, Industrial Power",Natural Gas,235515
2022,2,PA,"Combined Heat and Power, Industrial Power",Other Gases,30985
2022,2,PA,"Combined Heat and Power, Industrial Power",Petroleum,392
2022,2,PA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,532
2022,2,PA,"Combined Heat and Power, Industrial Power",Other Biomass,2844
2022,2,PA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,31920
2022,2,PA,"Combined Heat and Power, Commercial Power",Total,31288
2022,2,PA,"Combined Heat and Power, Commercial Power",Coal,0
2022,2,PA,"Combined Heat and Power, Commercial Power",Natural Gas,13444
2022,2,PA,"Combined Heat and Power, Commercial Power",Other,7677
2022,2,PA,"Combined Heat and Power, Commercial Power",Petroleum,195
2022,2,PA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,534
2022,2,PA,"Combined Heat and Power, Commercial Power",Other Biomass,9437
2022,2,PA,"Combined Heat and Power, Electric Power",Total,609939
2022,2,PA,"Combined Heat and Power, Electric Power",Coal,92583
2022,2,PA,"Combined Heat and Power, Electric Power",Natural Gas,507261
2022,2,PA,"Combined Heat and Power, Electric Power",Other Gases,0
2022,2,PA,"Combined Heat and Power, Electric Power",Other,4307
2022,2,PA,"Combined Heat and Power, Electric Power",Petroleum,1278
2022,2,PA,"Combined Heat and Power, Electric Power",Other Biomass,4510
2022,2,PA,"Electric Generators, Independent Power Producers",Total,19728434
2022,2,PA,"Electric Generators, Independent Power Producers",Coal,3128965
2022,2,PA,"Electric Generators, Independent Power Producers",Pumped Storage,-71212
2022,2,PA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,210686
2022,2,PA,"Electric Generators, Independent Power Producers",Natural Gas,9752485
2022,2,PA,"Electric Generators, Independent Power Producers",Nuclear,6196958
2022,2,PA,"Electric Generators, Independent Power Producers",Other Gases,0
2022,2,PA,"Electric Generators, Independent Power Producers",Other,39667
2022,2,PA,"Electric Generators, Independent Power Producers",Petroleum,9547
2022,2,PA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,18000
2022,2,PA,"Electric Generators, Independent Power Producers",Other Biomass,68167
2022,2,PA,"Electric Generators, Independent Power Producers",Wind,375128
2022,2,PA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,42
2022,2,PA,"Electric Generators, Electric Utilities",Total,8382
2022,2,PA,"Electric Generators, Electric Utilities",Coal,0
2022,2,PA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7645
2022,2,PA,"Electric Generators, Electric Utilities",Natural Gas,724
2022,2,PA,"Electric Generators, Electric Utilities",Petroleum,13
2022,2,RI,Total Electric Power Industry,Total,565806
2022,2,RI,Total Electric Power Industry,Coal,0
2022,2,RI,Total Electric Power Industry,Hydroelectric Conventional,380
2022,2,RI,Total Electric Power Industry,Natural Gas,495376
2022,2,RI,Total Electric Power Industry,Petroleum,283
2022,2,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,27936
2022,2,RI,Total Electric Power Industry,Other Biomass,19216
2022,2,RI,Total Electric Power Industry,Wind,22616
2022,2,RI,"Combined Heat and Power, Industrial Power",Total,11874
2022,2,RI,"Combined Heat and Power, Industrial Power",Natural Gas,11874
2022,2,RI,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,2,RI,"Combined Heat and Power, Commercial Power",Total,4768
2022,2,RI,"Combined Heat and Power, Commercial Power",Natural Gas,3789
2022,2,RI,"Combined Heat and Power, Commercial Power",Petroleum,184
2022,2,RI,"Combined Heat and Power, Commercial Power",Wind,795
2022,2,RI,"Electric Generators, Independent Power Producers",Total,549164
2022,2,RI,"Electric Generators, Independent Power Producers",Coal,0
2022,2,RI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,380
2022,2,RI,"Electric Generators, Independent Power Producers",Natural Gas,479712
2022,2,RI,"Electric Generators, Independent Power Producers",Petroleum,99
2022,2,RI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,27936
2022,2,RI,"Electric Generators, Independent Power Producers",Other Biomass,19216
2022,2,RI,"Electric Generators, Independent Power Producers",Wind,21821
2022,2,RI,"Electric Generators, Electric Utilities",Total,0
2022,2,RI,"Electric Generators, Electric Utilities",Petroleum,0
2022,2,SC,Total Electric Power Industry,Total,7253921
2022,2,SC,Total Electric Power Industry,Coal,905409
2022,2,SC,Total Electric Power Industry,Pumped Storage,-76782
2022,2,SC,Total Electric Power Industry,Hydroelectric Conventional,315130
2022,2,SC,Total Electric Power Industry,Natural Gas,1766614
2022,2,SC,Total Electric Power Industry,Nuclear,3996577
2022,2,SC,Total Electric Power Industry,Other,3500
2022,2,SC,Total Electric Power Industry,Petroleum,7300
2022,2,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,161299
2022,2,SC,Total Electric Power Industry,Other Biomass,8326
2022,2,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,166548
2022,2,SC,"Combined Heat and Power, Industrial Power",Total,130711
2022,2,SC,"Combined Heat and Power, Industrial Power",Coal,541
2022,2,SC,"Combined Heat and Power, Industrial Power",Natural Gas,10755
2022,2,SC,"Combined Heat and Power, Industrial Power",Other,3122
2022,2,SC,"Combined Heat and Power, Industrial Power",Petroleum,789
2022,2,SC,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,261
2022,2,SC,"Combined Heat and Power, Industrial Power",Other Biomass,3321
2022,2,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,111921
2022,2,SC,"Combined Heat and Power, Commercial Power",Total,0
2022,2,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2022,2,SC,"Combined Heat and Power, Commercial Power",Natural Gas,0
2022,2,SC,"Combined Heat and Power, Commercial Power",Petroleum,0
2022,2,SC,"Combined Heat and Power, Electric Power",Total,62368
2022,2,SC,"Combined Heat and Power, Electric Power",Coal,16390
2022,2,SC,"Combined Heat and Power, Electric Power",Natural Gas,17116
2022,2,SC,"Combined Heat and Power, Electric Power",Other,378
2022,2,SC,"Combined Heat and Power, Electric Power",Petroleum,42
2022,2,SC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,28442
2022,2,SC,"Electric Generators, Independent Power Producers",Total,215166
2022,2,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7599
2022,2,SC,"Electric Generators, Independent Power Producers",Natural Gas,19964
2022,2,SC,"Electric Generators, Independent Power Producers",Other,0
2022,2,SC,"Electric Generators, Independent Power Producers",Petroleum,8
2022,2,SC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,160573
2022,2,SC,"Electric Generators, Independent Power Producers",Other Biomass,720
2022,2,SC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,26303
2022,2,SC,"Electric Generators, Electric Utilities",Total,6845676
2022,2,SC,"Electric Generators, Electric Utilities",Coal,888478
2022,2,SC,"Electric Generators, Electric Utilities",Pumped Storage,-76782
2022,2,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,307532
2022,2,SC,"Electric Generators, Electric Utilities",Natural Gas,1718778
2022,2,SC,"Electric Generators, Electric Utilities",Nuclear,3996577
2022,2,SC,"Electric Generators, Electric Utilities",Petroleum,6461
2022,2,SC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,464
2022,2,SC,"Electric Generators, Electric Utilities",Other Biomass,4286
2022,2,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,-117
2022,2,SD,Total Electric Power Industry,Total,1691669
2022,2,SD,Total Electric Power Industry,Coal,167624
2022,2,SD,Total Electric Power Industry,Hydroelectric Conventional,520205
2022,2,SD,Total Electric Power Industry,Natural Gas,45645
2022,2,SD,Total Electric Power Industry,Other,0
2022,2,SD,Total Electric Power Industry,Petroleum,278
2022,2,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,137
2022,2,SD,Total Electric Power Industry,Other Biomass,102
2022,2,SD,Total Electric Power Industry,Wind,956788
2022,2,SD,Total Electric Power Industry,Wood and Wood Derived Fuels,889
2022,2,SD,"Combined Heat and Power, Industrial Power",Total,2186
2022,2,SD,"Combined Heat and Power, Industrial Power",Natural Gas,1195
2022,2,SD,"Combined Heat and Power, Industrial Power",Other Biomass,102
2022,2,SD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,889
2022,2,SD,"Combined Heat and Power, Commercial Power",Total,1
2022,2,SD,"Combined Heat and Power, Commercial Power",Petroleum,1
2022,2,SD,"Electric Generators, Independent Power Producers",Total,808672
2022,2,SD,"Electric Generators, Independent Power Producers",Other,0
2022,2,SD,"Electric Generators, Independent Power Producers",Petroleum,0
2022,2,SD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,137
2022,2,SD,"Electric Generators, Independent Power Producers",Wind,808535
2022,2,SD,"Electric Generators, Electric Utilities",Total,880809
2022,2,SD,"Electric Generators, Electric Utilities",Coal,167624
2022,2,SD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,520205
2022,2,SD,"Electric Generators, Electric Utilities",Natural Gas,44450
2022,2,SD,"Electric Generators, Electric Utilities",Petroleum,278
